pdpass,dateIncorporated,fileNumber,assignee1,assignee2,assignee3,assignee4,assignee5
10684707,,,DATAPRODUCTS NEW ENGLAND INC,,,,
11137459,,,PHILIP MORRIS MANAGEMENT CORP,,,,
12221857,3/29/95,2493974,HARMONIC INC,,,,
10760928,4/30/81,913386,SPECTRAN CORPORATION,,,,
11909563,,,INSTITUTE FOR THE DEVELOPMENT OF EMERGING ARCHITECTURES LLC,,,,
12155278,,,CCORNET CORP,,,,
12783068,7/3/96,2638344,PARATEK PHARMACEUTICALS INC,,,,
12904127,9/8/83,2016616,WILCON INC,,,,
11552435,8/26/91,2271967,KALEIDA LABS INC,,,,
11026878,,,LABELTAPE MEDITECT INC,,,,
13182842,,,RIVATEK INC,,,,
13155695,7/26/95,2524908,CALIPER LIFE SCIENCES INC,,,,
12062738,,,PETROKLEEN LTD,,,,
12785715,2/24/99,3005622,NOVARE SURGICAL SYSTEMS,,,,
11914366,,,SUMOTOMO METAL ELECTRONICS DEVICES INC,,,,
11680668,,,ASTARIX INC,,,,
12888048,,,STONERIDGE CONTROL DEVICES INC,,,,
12411004,9/13/00,3276695,LIGHTWAVE MICROSYSTEMS,,,,
12368053,,,EPIC THERAPEUTICS INC,,,,
11496416,,,CONTINENTAL CONTROLS INC,,,,
11092746,,,ACCTEK ASSOCIATES INC,,,,
12443844,,,WABASH TECHNOLOGY CORPORATION,,,,
13119439,,,BLACKSTONENEY ULTRASONICS INC,,,,
13191038,7/31/03,3688575,RHEOGENE INC,,,,
11820447,7/1/82,940350,AZON CORP,,,,
12931158,,,MAXYGEN HOLDINGS LTD,,,,
12692324,6/2/98,2903829,IRM LLC,,,,
12702517,2/10/06,4102265,METAGENICS INC,,,,
13167560,,,GTL MICROSYSTEMS AG,,,,
13044834,,,STMICROELECTRONTRONICS INC,,,,
12745192,4/13/98,2881164,IVY ANIMAL HEALTH INC,,,,
12000371,4/19/89,2193961,AXYS PHARMACEUTICALS INC,,,,
11358122,1/3/92,2283947,AMICON INC,,,,
13048592,,,MEDTRONIC EMERGENCY RESPONSE SYSTEMS INC,,,,
11802342,,,OTOLOGIC LLC,,,,
12558411,9/14/00,3287958,ARALIGHT INC,,,,
10802735,,,DRS INFUSION SYSTEMS INC,,,,
11668215,12/23/97,C2064249,CROWN PHOTO SYSTEMS,,,,
13077021,,,ALUMAROLL SPECIALTY CO INC,,,,
11049390,3/22/89,C1636109,APPLIED VISION SYSTEMS INC,,,,
11993880,3/13/98,2864482,AXYA MEDICAL INC,,,,
12289859,,,FAULDING INC,,,,
12961824,8/17/01,C2355590,ARQUES TECHNOLOGY,,,,
11971724,9/17/97,2797515,OSI PHARMACEUTICALS INC,,,,
12795778,3/21/90,2225432,AITECH INC,,,,
11513105,4/27/93,2334021,DIASONICS ULTRASOUND,,,,
12462479,,,CTI PET SYSTEMS INC,,,,
12541908,,,METRON SYSTEMS INC,,,,
11751586,4/19/96,2615745,COREL INC,,,,
12556399,3/13/02,C2409661,TELENOR SATELLITE SERVICES INC,,,,
12211082,,,RHODIA RARE EARTHS INC,,,,
12894489,11/21/86,2108510,PALATIN TECHNOLOGIES INC,,,,
13212223,,,ABBOTT SPINE INC,,,,
10962886,3/24/95,2492387,SUMMIT TECHNOLOGY INC,,,,
12862029,9/2/03,3697037,PORTOLA PHARMACEUTICALS INC,,,,
12646889,,,HAYES BRAKE LLC,,,,
12581439,8/19/97,2786634,SALIENT INTERVENTIONAL SYSTEMS INC,,,,
10979217,,,AGRIDIAGNOSTICS ASSOCIATES,,,,
12653493,4/12/95,2497886,VERISIGN INC,,,,
12994140,,,TYCO HEALTHECARE GROPU LP,,,,
11907628,,,ROHR INC,,,,
12670972,4/1/08,4527461,MICROSYSTEMS INC,,,,
12808473,,,NICOLAY FAMILY ENTERPRISES LLC,,,,
11315763,1/17/80,885542,JOHN BROWN INC,,,,
12281935,10/3/94,C1915015,SOFTWARECOM INC,,,,
11987985,,,THERMO CARDIOSYSTEMS INC,,,,
13198495,12/3/03,3732169,FREESCALE SEMICONDUCOR INC,,,,
11732045,,,CHASE ERGONOMICS INC,,,,
11829821,,,LOCKHEED MARTIN ENERGY RESEARCH,,,,
11614729,7/30/99,C2177551,SOPHIA SYSTEMS CO LTD,,,,
13238439,11/21/90,2247272,BIOCORP NORTH AMERICA INC,,,,
13188920,,,MERLTON NETWORKS US INC,,,,
12324445,,,AIT,,,,
12643024,9/8/80,C1002378,OVERLAND STORAGE INC,,,,
12520736,11/13/97,2817630,AXT INC,,,,
13208966,11/8/02,3589409,PRIA DIAGNOSTICS LLC,,,,
12616302,,,INCENTECH INC,,,,
12111054,,,ST ELIZABETHS MEDICAL CENTER,,,,
12630817,5/4/04,C2653590,IDEAVILLAGE LLC,,,,
12492527,9/19/97,2792261,SENSITRON INC,,,,
11917705,,,TENNECO PROTECTIVE PACKAGING INC,,,,
12372840,,,CFD RESEARCH CORPORATION,,,,
12780202,,,ADVANCED AUTOMATIONS LLC,,,,
11768330,,,SIEMENS PLC,,,,
12462875,,,COGNEX TECHNOLOGY AND INVESTMENT CORPORATION,,,,
12260405,10/31/96,C1992836,JOVIAL TEST EQUIPMENT INC,,,,
10269068,,,JAPAN SYNTHETIC RUBBER CO LTD,,,,
13127869,5/15/06,4158510,ASTHMATX INC,,,,
11196623,,,TRIADFABCO INC,,,,
12033427,1/3/97,C1998112,EDGEPOINT NETWORKS INC,,,,
11367120,7/3/85,2065813,DIGITAL APPLIANCE CONTROLS INC,,,,
11727675,,,BOEING NORTH AMERICA INC,,,,
11642782,,,HALLIBURTON NUS ENVIRONMENTAL CORP,,,,
10554623,3/1/83,2003846,RADIUS CORPORATION,,,,
11399125,,,SEMANTIC COMPACTION SYSTEMS,,,,
12273191,,,MDIVERSITY INC,,,,
12791026,,,INTELLISIST LLC,,,,
11619000,6/6/00,3239701,CENTECOR INC,,,,
10641166,,,SEMICONDUCTOR ENERGY LABORATOTY CO LTD,,,,
12964290,,,PHARMACIA UPJOHN LLP,,,,
11479764,,,DIASENSE INC,,,,
11849731,5/12/89,C1461537,DIRO INC,,,,
11705230,11/21/90,2247310,ELR INC,,,,
12116322,,,KOR ELECTRONICS INC,,,,
11237950,,,BORGWARNER SPECIALTY CHEMICALS INC,,,,
12002246,2/28/95,2484874,LIFESPEX INC,,,,
11046456,,,ALZA CROPORATION,,,,
11928846,,,RAPTOR SYSTEMS INC,,,,
11416920,,,DANAFARBER CANCER INSTITUTE BRIGHAM,,,,
11551753,,,LUMARS ENTERPRISES INC,,,,
13049844,6/4/96,2629747,GSI GROUP CORP,,,,
12858936,,,MBNA AMERICA BANK NA,,,,
12119291,,,B W VORTEX INC,,,,
10805996,4/27/84,C1180562,GREYHAWK SYSTEMS INC,,,,
11067604,,,HAMILTON BONADUZ AG,,,,
12960475,4/7/94,C1742098,VALTRA INC,,,,
11835603,5/9/84,2034976,LITTLEFORD DAY INC,,,,
11851751,7/11/83,2012754,LASER POWER CORPORATION,,,,
13181861,,,CHELTON INC,,,,
13040830,,,ADIRAN INC,,,,
11988222,,,SDGI HOLIDINGS INC,,,,
13020159,,,OPTITUNE PLC,,,,
12571830,,,VEECOCVC INC,,,,
12273872,,,THE ACCESSORY CORP,,,,
11952795,,,NEW YORK GAS GROUP,,,,
12351073,7/18/88,2166806,NOVASONICS INC,,,,
13132729,,,RONJO CO,,,,
10835819,,,JONES DAIRY FARM,,,,
12668133,,,CALIX NETWORKS INC,,,,
12832206,5/3/99,3027899,ACCELERATED NETWORKS,,,,
11596858,,,RECKITT COLMAN INC,,,,
13104951,,,GIBBENS GROUP LLC,,,,
10777839,,,CAMET INC,,,,
12016429,4/22/97,2743211,QUALICON INC,,,,
12732860,,,TEXAS RESEARCH INTERNATIONAL INC,,,,
11859852,,,PHATMACIA UPJOHN COMPANY,,,,
12692860,,,SOLUBLE SYSTEMS LLC,,,,
11773481,,,RF DELAWARE INC,,,,
11982904,,,AMERSHAM PHARMACIA BIOTECH INC,,,,
12906900,3/6/97,2725505,DIAMOND POWER INTERNATIONAL INC,,,,
11994393,,,TRILECTRON INDUSTIES INC,TRILECTRON INDUSTRIES INC,,,
12241586,,,MOWER CHF TREATMENT IRREVOCABLE TRUST,MOWER FAMILY CHF TREATMENT IRREVOCABLE TRUST,,,
12590818,,,BRAMHALL HAZEL INC,,,,
12672908,8/3/00,3261927,MIONIX CORPORATION,,,,
12463074,,,UNISPHERE SOLUTIONS INC,,,,
12442904,1/14/00,C2208986,NEWSTAKES INC,,,,
13214134,4/22/03,C2507984,VERISILICON HOLDINGS CO LTD,,,,
13022695,10/18/94,2441841,INITIATE SYSTEMS INC,,,,
12711342,8/30/00,3281470,OPTELLIOS INC,,,,
12670090,,,EPCOS AG,,,,
11763404,6/20/89,2199819,ONCOMEMBRANE INC,,,,
12570415,3/12/97,2727563,ALACRITECH INC,,,,
13198187,,,ATTENUON LLC,,,,
12835843,,,MEIKLE NY INC,,,,
12733548,10/15/98,2956020,NOKIA INTELLIGENT EDGE ROUTERS INC,,,,
13149412,11/28/01,3461686,BRISTOLMYERS SQUIBB PHARMA COMP,,,,
12652052,,,MONSANTOGD SEARLE,,,,
12227784,7/18/80,895996,DIALIGHT CORPORATION,,,,
11926571,6/19/84,C1310555,INNOVATIVE DEVICES LLC,INNOVATIVE DEVICES,,,
11784821,,,LITE JET INC,,,,
12551131,1/18/84,2026130,ENERGEN INC,,,,
11694903,,,LYNX REALTIME SYSTEMS INC,LYNX REALTRIME SYSTEMS INC,,,
10074320,,,AKZO NV,,,,
12073299,5/29/90,2231829,TA INSTRUMENTS INC,,,,
12857739,2/25/98,C2070693,CONTIVO INC,,,,
11067844,1/28/81,C1016520,ELDER OIL TOOLS,,,,
11454366,3/12/04,C2641203,DELUXE CORPORATION,,,,
13139220,1/16/92,2285355,CSCAN LLP,,,,
13070509,12/20/00,3324926,WIS TECHNOLOGIES INC,,,,
11658184,,,ITT AUTOMOTIVE INC,,,,
12460926,,,EVETTE ALLDREDGE,,,,
12385989,9/17/96,2663662,ARIBA INC,,,,
11220465,,,DRY BRANCH KAOLIN COMPANY,,,,
12905054,2/9/01,3355172,MOLECULAR IMPRINTS INC,MOLECULAR IMPRINTS,,,
13181129,,,BOSTON SCIENTIFIC SANTA ROSA CORP,,,,
11305284,5/19/03,C2537877,ZOLL MEDICAL CORPORATION,,,,
11305823,1/12/90,2219117,RETRAX INC,,,,
12042153,9/17/82,944580,BUSH BOAKE ALLEN LIMITED,BUSH BOAKE ALLEN INC,BUSH BOAKE ALLEN LTD,BUSH BOAKE ALLEN,
11721789,,,TEKNEKRON INFOSWITCH CORPORATION,TEKNEKRON INFOSWITCH,,,
13144835,,,3M INNOVAIVE PROPERTIES COMPANY,,,,
12214585,,,NOVA MOLECULAR TECHNOLOGIES INC,,,,
10802804,9/23/85,2071679,PCB SANDPIPER INC,,,,
12694083,2/6/96,2589739,VIZTA 3D INC,,,,
11291410,3/31/86,2087046,TELACTION CORPORATION,,,,
11680786,7/3/89,C1561934,ACCUMED INC,,,,
11223882,1/15/82,930293,TROGETEC INC,,,,
12473633,3/16/01,3369437,MEMS OPTICAL LLC,,,,
12184542,,,ALTERNATIVE SECURITY SOLUTIONS INC,,,,
12706115,2/14/91,2254882,FLIR SYSTEMS BOSTON,FLIR SYSTEMS BOSTON INC,,,
11803897,11/16/92,2316076,SDL INC,,,,
13207666,4/15/85,C1336986,BH ELECTRONICS,,,,
12829784,,,IDEAS TO SALES LLC,,,,
12720584,5/16/00,3228889,ILLUMINIA INC,ILLUMINA INC,ILLUMINA,,
11587671,12/3/90,2248181,DSP SOLUTIONS,,,,
13138608,,,VALEO RAYTHEON SYSTEMS INC,,,,
12746747,,,SI OPTICAL INC,SIOPTICAL INC,,,
12889437,3/12/85,2056806,NORTHROP GRUMMAN SYSTEMS CORP,NORTHROP GRUMMAN SYSTEMS CORPORATION,,,
11410211,,,MASCOTECH INC,MASOTECH INC,,,
11802916,7/16/91,2268486,GX BIOSYSTEMS AS,,,,
12851785,12/27/91,2283241,UBITECH INC,,,,
11192301,,,ZENITH FUEL SYSTEMS INC,,,,
12009540,6/14/95,2515835,MANGOSOFT CORPORATION,,,,
11942154,10/10/96,2671100,ENI TECHNOLOGY INC,,,,
12563063,12/22/86,2112183,MARCONI COMMUNICATIONS INC,,,,
11350235,,,CHIRON INTRAOPTICS INC,,,,
12417784,2/11/98,2857137,RADIOWAVECOM INC,,,,
13097350,,,FERTILE EARTH SYSTEMS INC,,,,
11570584,4/26/93,2333943,CARDERM CAPITAL LP,,,,
11769530,9/3/92,2308606,APTARGROUP INC,APTAR GROUP INC,,,
12417029,3/22/95,2492101,AEROASTRO LLC,,,,
13049036,,,BASEBALL MARKETING IDEAS LLC,,,,
10561010,12/21/72,787639,ELECTROPETROLEUM INC MESNE,ELECTROPETROLEUM INC,,,
11579252,1/17/92,C1813768,ULTRAPOINTE CORPORATION,,,,
12139329,4/28/97,2745203,EVOLUTIONARY DESIGNS INC,,,,
10831069,3/31/87,2122068,BETA PHASE INC,,,,
12863060,,,OASIS SILICON SYSTEMS,,,,
11299103,6/9/04,C2615332,ANALOGY INC,,,,
13254269,,,MR INNOVATIONS INC,,,,
11206728,7/15/96,2643847,CHILDREN S HOSPITAL OF PHILADELPHIA,THE CHILDREN S HOSPITAL OF PHILADELPHIA,CHILDRENS HOSPITAL OF PHILDELPHIA,CHILDRENS HOSPITAL OF PHILADELPHIA,THE CHILDRENS HOSPITAL OF PHILADELPHIA
11301361,,,ACUTUS MOLD INC,,,,
12494986,,,MILLAR INSTRUMENTS INC,,,,
12904057,5/10/99,3042775,NOVERA OPTICS INC,,,,
13105369,,,INTERSIL AMERICAN INC,,,,
12758169,11/12/99,3093314,IMAGING DEVICES INC,,,,
11476791,5/1/92,C1820680,FEI COMPANY,,,,
12583929,7/20/09,4711221,TARIAN LLC,,,,
13251734,2/4/03,3621621,WARNER BROS HOME ENTERTAINMENT INC,WARNER BROS HOME ENTERTEINMENT INC,,,
11895027,,,NEWANCE INC,,,,
12997463,5/4/99,C2162315,CYBEROPTICS SEMICONDUCTOR INC,CYTEROPTICS SEMICONDUCTOR INC,CYBEROPTICS SEMICONDUCTORS INC,,
12537902,10/27/98,2958495,ONIX MICROSYSTEMS,ONIX MICROSYSTEMS INC,,,
13082898,2/4/91,2253931,NANOCHIP INC,,,,
11990250,,,SKY ROBITICS INC,SKY ROBOTICS INC,,,
11602944,,,OWEN HEALTHCARE INC,,,,
13239983,3/1/01,3362447,HILLCREST LABORATORIES INC,,,,
12160932,,,STMICROELECTRONICS S A,STMICROELECTRICS SA,STMICROELECTRONICS SA,STMICROELECTRONICS MAROC,ST MICROELECTRONICS SA
11030512,12/19/79,884002,SONOMED INC,,,,
12806764,8/4/99,3074905,AVICENA GROUP INC,,,,
13145794,11/21/02,C2477103,NOVELX INC,NOVELO INC,,,
12406582,12/21/09,C3266348,DIAGNOSTIC HYBRIDS INC,DIAGNOSTICS HYBRIDS INC,,,
13190643,,,3G ULTRASOUND INC,,,,
12614584,1/11/90,2218972,UCB FILMS PLC STAR HOUSE,,,,
12763387,,,CENTERPULSE DENTAL INC,,,,
12905706,5/25/00,3234716,GMP CARDIAC CARE INC,,,,
11565905,,,MISTER DRIPPER COMPANY LLC,,,,
12793778,4/26/79,871644,SENSOTEC INC,,,,
12593570,2/10/04,3763334,PHOTONEDGE INC,PHOTOGEN INC,,,
12661881,3/7/00,C2079258,ORIOL INC,,,,
13001217,,,MOTOROLR INC,,,,
10378441,,,AEROCHEM RESEARCH LABORATORIES INC,,,,
12056382,,,ELIEZER WIENERAVNEAR DOING BUSINESS AS LASER ELECTRO OPTIC APPLICATION,,,,
11850146,12/16/91,2281922,MATRIX PHARMACEUTICAL INC,,,,
10974894,,,HILTON DAVIS CO,,,,
11490651,9/17/92,C1838736,PRECISION ENGINE CONTROLS CORP,PRECISION ENGINE CONTROLS CORPORATION,,,
12184712,,,DYNAMIC MEASUREMENT AND INSPECTIONLLC,,,,
12264775,4/23/97,C2008671,BETA FRAMES LLC,,,,
11755248,,,NEW KNIGHT INC,,,,
12127572,,,PRINCETON TRADE TECHNOLOGY,PRINCETON TRADE TECHNOLOGY INC,,,
11065081,,,HAARMANN BEIMER,HAARMANN REIMER,HAARMANN REIMER CORPORATION,,
11227044,9/13/02,C2481577,GOLF SCORING SYSTEMS UNLIMITED INC,,,,
11982343,,,INVASATEC INC,,,,
12931603,6/27/03,3675854,MENACHE LLC,,,,
12798505,1/9/03,C2293508,ROTYS INC,,,,
12275254,,,ROCHESTER MICROSYSTEMS INC,,,,
12522312,,,RETRIEVABLE INFORMATION SYSTEMS LLC,,,,
10333716,,,BARBERCOLMAN,BARBER COLMAN,,,
12754614,6/12/98,C2039702,WIDCOMM INC,,,,
12307250,5/16/95,C1763685,HITEX INC,,,,
11272081,3/13/13,C3543573,PLESSEY SEMICONDUCTOR LIMITED,PLESSEY SEMICONDUCTORS LIMITED,,,
13116956,10/29/98,2960691,ELLACOYA NETWORKS INC,,,,
12815796,,,ABP PATENT HOLDINGS LLC,,,,
12101576,10/18/01,3447318,ATHENA DIAGNOSTICS INC,,,,
13097642,,,SUBAIR SYSTEMS LLC,,,,
11674494,,,U S WEST TECHNOLOGIES INC,,,,
12929539,5/4/00,C2232505,THE INSTITUTE FOR SYSTEMS BIOLOGY,,,,
12065819,11/22/96,2686688,CSI TECHNOLOGY INC,,,,
11129658,,,CLINTEC NUTRITION COMPANY,,,,
12454988,10/14/97,2807645,KENDRO LABORATORY PRODUCTS LP,KENDRO LABORATORY PRODUCTS INC,,,
11664101,6/20/05,C2765640,UNIVERSAL DEVICES,,,,
12040556,2/11/00,C2218067,IFOS INC,INTELLIGENT FIBER OPTIC SYSTEMS INC,IFOS,IFOS INTELLIGENT FIBER OPTIC SYSTEMS,INTELLIGENT FIBER OPTIC SYSTEMS
11692585,6/14/91,2265862,LARNOUT HAUSPIE SPEECH PRODUCTS NV,LERNOUT HAUSPIE SPEECH PRODUCTS NV,,,
11689580,,,GENE SHEARS SHEARS PTY LTD,GENE SHEARS PTY LTD,GENE SHEARS PTY LIMITED,,
12500730,11/14/00,3315800,NISHAN SYSTEMS INC,,,,
12010743,,,POWER SYSTEM MANAGEMENT INC,,,,
10914946,3/23/87,2121179,KEMET ELECTRONICS CORP,KEMET ELECTRONICS CORPORATION,KEMET ELECTRONICS,,
12413451,4/15/93,2332755,HANOVER DIRECT INC,,,,
10699376,12/11/02,C2491207,YOYADA GOSEI CO LTD,TOYODA GOSEI CO INC,YOTODA GOSEI CO LTD,TOYODA GOSEI CO LTD,TOYODA GOSEKI CO LTD
12513233,,,BIOTHERMICS INC,,,,
11041288,,,DAYTON EXTRUDED PLASTICS INC,,,,
12243516,,,XOMA TECHNOLOGY LTD,,,,
11591685,6/25/91,C1690153,DIGITAL PICTURES INC,,,,
12502452,8/9/02,3557166,HOVER DAVIS INC,HOVERDAVIS INC,,,
12321082,7/21/97,2775617,NUVASIVE INC,NUVASIVE,NU VASIVE INC,NUVATIVE INC,
13195113,7/29/68,683514,DIODES INC,,,,
13009820,2/2/84,2027370,RAINBOW COMMUNICATIONS INC,,,,
11663601,8/4/10,4856108,NORHTROP GRUMMAN CORPORATION,NORTRHOP GRUMMAN CORPORATION,NORTHROP GRUMMAR CORPORATION,NORTHROP GRUMAN CORPORATION,NORTHROP GRUMMAN CORPORAITON
12636019,6/6/96,C1970839,VERISITY DESIGN INC,,,,
12867950,8/17/94,2427725,AOC LLC,,,,
12072183,,,SAES GETTER SPA,,,,
11236166,9/5/91,C1801081,ETEC SYSTEM INC,ETEC SYSTEMS INC,,,
11362965,11/4/82,947546,BTSBROADCAST TELEVISION SYSTEMS INC,,,,
12854214,8/5/02,3555018,DUNTI LLC,,,,
13062648,12/27/05,C2850013,GLOBAL SILICON NET CORP,,,,
12495194,,,INTERSURFACE DYNAMICS INC,,,,
11994310,,,VISIONARY DESIGN SYSTEMS INC,,,,
11592126,,,FOCAL SURGERY,,,,
12182297,4/11/84,C1180361,NOVELLUS SYTEMS INC,NOVELLUS SYSTEMS INC,NOVELIUS SYSTEMS INC,,
11008744,,,APCONSITE INC,,,,
11917388,,,CARL M RODIA ASSOCIATES,,,,
13184832,6/9/03,3667919,PLASMA CONTROL SYSTEMS LLC,,,,
11376735,3/11/96,C1963305,SECURE COMPUTING CORPORARTION,SECURE COMPUTING CORPORATION,,,
12144515,,,UNILEVER HOME PERSONAL CARE USA DIVSION OF CONOPCO INC,ILEVER HOME PERSONAL CARE USA A DIVISION OF CONOPCO INC,UNILEVER HOME PERSONAL CARE USA DIVISON OF CONOPCO INC,UNILEVER HOME PERSONAL CARE USA A DIVISION OF CONOPCO,UNILEVER HOME PERSONAL USA DIVISION OF CONOPCO INC
12453004,8/9/93,2346804,ADOLOR COPORATION,ADOLOR CORPORATION,,,
12290907,,,VIROMEDICA PACIFIC LIMITED,,,,
12063620,6/2/94,2405840,JETSTREAM COMMUNICATIONS INC,,,,
12023208,6/7/93,2339254,TELCOM SEMICONDUCTOR INC,TELECOM SEMICONDUCTOR INC,,,
12632044,,,CORNING PRECISION LENS INC,,,,
13189746,12/13/10,C3345995,GEORGIA TECH REASEARCH CORPORATION,,,,
13160826,,,TARGAEEPT INC,,,,
13001978,1/31/96,2587616,ATV INC,ATVX INC,,,
13080526,7/28/98,C2115754,MARGALLA COMMUNICATIONS INC,,,,
12551732,,,SYNGENTA LTD,SYNGENTA LIMITED,,,
12382232,7/25/91,2269341,SPACENET INC,,,,
11707901,7/16/86,2096316,BP EXPLORATION OIL INC,,,,
11752093,,,APROGENEX INC,,,,
12290162,,,MARSDEN INC,,,,
12614211,7/29/97,2778764,TENSYS MEDICAL INC,,,,
10095018,,,PHARMACIA AB,,,,
10985703,12/12/84,2050406,SCHLUMBERGER SYSTEGRAVEMES,SCHLUMBERGER SYSTEACUTEMES,SCHLUMBERGER SYSTEMS,SCHLUMBERGER SYSTEMES,SCHLUMBERGER SYSTEMEACUTES
13194763,,,JANSSEN PHARACEUTICA NV,,,,
12913964,9/16/03,3704721,HOSPIRA INC,,,,
11218936,,,HIGH VOLTAGE ENGINEERING EUROPA,HIGH VOLTAGE ENGINEERING EUROPE BV,HIGH VOLTAGE ENGINEERING EUROPA BV,,
11907895,3/13/85,2056918,SCHWARZ PHARMA INC,,,,
12677780,10/2/89,2209292,VERIDIAN SYSTEMS,,,,
12178665,7/23/86,2096995,INTELLIGENT SECURITY SYSTEMS INC,,,,
12669095,12/23/03,3744003,CARDIONET INC,,,,
12765725,8/14/96,2653596,HIFN INC,,,,
12835224,3/25/13,5308931,APPLIED OPTOELECTRONICS INC,,,,
13015544,1/9/80,885088,PANASONIC CORPORATION,PANASONIC CORPORATION OF NORTH AMERICA,,,
13224305,,,PERMABIT INC,,,,
12188365,7/31/69,722714,GENERALDATA CORP,,,,
11542750,,,WELLFLEET COMMUNICATIONS,,,,
11460130,1/23/92,2285943,CANTEX INC,,,,
12735007,9/7/89,2206984,THERMO IEC INC,,,,
10968130,11/2/84,2047709,BIOTOPE INC,,,,
11957775,,,TYCO GROUP SARL,,,,
11983180,2/25/08,C3077569,FINISHES UNLIMITED INC,,,,
12923274,,,ZTS INC,,,,
12642859,5/7/93,2335555,ROLLSROYCE CORPORATION,,,,
12816108,,,J M ORIGINALS INC,JM ORIGINALS INC,,,
13050131,12/4/09,4760943,VALLEY OAK SEMICONDUCTOR,,,,
12826356,,,SII NANOTECHNOLOGY INC,SII NANO TECHNOLOGY INC,,,
12645485,,,RADAR ENGINEERS,RADAR ENGINEERS INC,,,
11792095,5/22/97,2754131,ALLPORTS INC,,,,
12971764,,,CREAIVE PACKAGING CORP,,,,
11483934,10/17/08,C3165454,IMPLANT SCIENCES CORPORATION,,,,
11723436,12/10/87,C1601935,INFORMATION STORAGE DEVICES INC,INFORMATION STORAGE DEVICES,,,
11624634,,,SYMBIOSIS CORP,SYMBIOSIS,SYMBIOSIS CORPORATION,,
10689466,4/28/99,C2162702,HITCHINER MANUFACTURING CO INC,,,,
12649613,10/25/01,3449943,ULYSSES HOLDING LLC,ULYSSES HOLDINGS LLC,,,
13108375,5/2/96,2619509,SURGICAL SOLUTIONS LLC,,,,
11976604,12/8/93,2363125,COMPACT MEMBRANE SYSTEMS INC,,,,
13013208,6/7/74,802368,OMRON HEALTHCARE CO LTD,,,,
13135907,3/1/00,3172177,JIBE NETWORKS INC,,,,
12859388,12/9/02,3600052,NANOMIMETICS INC,,,,
12236216,8/17/99,3084010,ARMACELL LLC,,,,
13060178,12/3/03,C2529810,XEP MED INC,XEPMED INC,,,
12177271,,,ACUMED INC,,,,
11278213,1/8/09,4643012,VALEO ENGINE COOLING INC,VALEO ENGINE COOLING,VALEO ENGINE COOLING INCORPORATED,,
12597803,,,ISOFLUX INC,,,,
12638730,8/3/81,C1085139,KLA TENCOR TECHNOLOGIES CORPORATION,KLATENCOR TECHNOLOGIES CORP,KLATENCOR TECHNOLOGIES INC,KLA TENCOR TECHNOLOGIES,KLATENCOR TECHNOLOGIES
12345259,9/11/00,3285872,OSRAM OPTO SEMICONDUCTORS CO OHG,OSRAM OPTO SEMICONDUCTOR GMBH CO OHG,OSRAMOPTO SEMICONDUCTORS GMBH CO OHG,OSRAM OPTO SEMICONDUCTORS GMBH CO OHG,
12573476,10/4/11,5047451,DVDO INC,,,,
11966639,,,MA HANNACOLOR,,,,
13176346,,,DBT AMERICA INC,,,,
12030499,9/20/95,C1949058,ARCADIA DESIGN SYSTEMS INC,,,,
12378979,11/22/91,2279891,CATALINA MARKETING INTERNATIONAL INC,,,,
13156856,10/9/96,2671753,AIRFLOW CATALYST SYSTEMS INC,,,,
12311290,,,GX ASSOCIATES INC,,,,
11660413,,,BROWN OFFICE SYSTEMS INC,,,,
11033668,1/2/86,2080079,SHEPHERD INTELLIGENCE SYSTEMS INC,,,,
11413275,,,COLORGRAPHICS SYSTEMS INC,,,,
13192557,3/28/06,4133053,CYNTELLECT INC,,,,
13215398,,,GENENTCH INC,GENENETECH INC,,,
11590294,12/15/93,C1879575,MOUNTAIN HARDWEAR INC,MOUNTAIN HARDWEAR,,,
13183787,6/5/02,3533580,GLOBEIMMUNE INC,,,,
12821043,3/5/97,C2003507,CALHOUN VISION INC,,,,
12560486,,,KENNELAIRE INC,,,,
11593180,4/14/93,2332582,ENERGY SAVINGS INC,,,,
13130136,8/4/04,3838310,PRANA BIOTECHNOLOGY LTD,PRANA BIOTECHNOLOGY LIMITED,,,
12792436,,,COMPUTERIZED SCREENING INC,,,,
11626475,,,MATHSOFT INC,,,,
12022551,2/8/10,4766539,ACCUMETRICS,ACCUMETRICS INC,,,
12593742,12/17/96,2695969,WEDDINGCHANNELCOM INC,,,,
12416920,1/14/97,2706339,HONEYWELL POWER SYSTEMS INC,,,,
11724316,5/28/87,2127530,CATAPULT ENTERTAINMENT INC,CATAPULT ENTERTAINMENT,,,
12908992,4/15/03,3648039,SPANSION LLC,,,,
12293998,,,SKYEPHARMA INC,SKYE PHARMA INC,,,
13033931,6/16/86,C1533790,CERONIX INC,,,,
12241530,9/14/98,2942612,DIGITAL ELECTRONIC CINEMA INC,,,,
12354894,8/29/94,2430681,ZODIAC POOL CARE INC,,,,
12138230,2/22/00,3168185,SYNCHRODYNE NETWORKS INC,SYNCHRODYNE INC,,,
10856470,,,ROLPHCLARKSTONE PACKAGING CORPORATION,,,,
12913055,9/6/00,C2053582,FIBERYARD INC,,,,
12895793,,,MEDED INNOVATIONS INC,,,,
12237192,,,ENERGENIUS INC,,,,
12116449,11/19/97,2823015,NEUROPACE INC,NEURO PACE INC,,,
12083515,5/9/03,3656799,DISTEK INC,,,,
12004095,,,MECA OF GREEN BAY INC,,,,
11798168,,,CHORUS CORP,,,,
